id,section,stereotype,name,description,ea_type
SD-04,Standards,Standard,STANAG 4676 (NATO ISR tracking standard),Track exchange with coalition; codec returns NotImplemented (GAP-064).,Class
SD-05,Standards,Standard,JSON (RFC 8259),"Serialization of configuration, journal lines, and API payloads.",Class
SD-06,Standards,Standard,HTTP/1.1 (RFC 9112),Request and response transport for the API (GAP-041).,Class
SD-07,Standards,Standard,WebSocket (RFC 6455),The API event stream (GAP-041).,Class
SD-08,Standards,Standard,TLS 1.3 (RFC 8446),Encryption in transit and mutual authentication of machines (GAP-060).,Class
SD-09,Standards,Standard,AIS (ITU-R M.1371),Cooperative maritime identity (GAP-010).,Class
SD-10,Standards,Standard,ADS-B 1090 ES (RTCA DO-260B),Cooperative air identity (GAP-010).,Class
SD-11,Standards,Standard,UUID version 7 (RFC 9562),Textual and time-ordered form of GlobalEntityId (GAP-069).,Class
SD-12,Standards,Standard,OCI container image,Packaging of the service node for Linux x86_64.,Class
SD-13,Standards,Standard,Software bill of materials (CycloneDX JSON) and signed releases,Release evidence per docs/release-governance.md; exercised under GAP-061.,Class
SD-14,Standards,Standard,UAF 1.2 (OMG),The framework these views follow.,Class
SD-15,Standards,Standard,TOGAF 10 ADM,The method plan 10 follows; references these views.,Class
SD-16,Standards,Standard,Cursor-on-Target (CoT),"Exchange with a participant that holds no machine identity here; no codec and no sink exist (GAP-090, GAP-091).",Class
PJ-I1,Projects,Project,Increment 1,Productize the core,Class
PJ-I2,Projects,Project,Increment 2,Integrate real data,Class
PJ-I3,Projects,Project,Increment 3,Close the decision-support loop,Class
PJ-I4,Projects,Project,Increment 4,Operationalize and scale,Class
PJ-P01,Projects,Project,Plan 01 product business plan,,Class
PJ-P02,Projects,Project,Plan 02 mission analysis,,Class
PJ-P03,Projects,Project,Plan 03 UAF views,,Class
PJ-P04,Projects,Project,Plan 04 mission capabilities,,Class
PJ-P05,Projects,Project,Plan 05 capability design gaps,,Class
PJ-P06,Projects,Project,Plan 06 UX designs by role,,Class
PJ-P07,Projects,Project,Plan 07 test-track suite,,Class
PJ-P08,Projects,Project,Plan 08 AI agent integration,,Class
PJ-P09,Projects,Project,Plan 09 ML model integration,,Class
PJ-P10,Projects,Project,Plan 10 TOGAF ADM documentation,,Class
IE-01,Information Elements,InformationElement,DetectionView,"The canonical observation after validation; sensor, source time, receipt time, ENU measurement, provenance.",Class
IE-02,Information Elements,InformationElement,TrackView,"The canonical track; state, covariance, classification, provenance, quality, mission time.",Class
IE-03,Information Elements,InformationElement,ResourceView,"A taskable resource; position, capacity, readiness.",Class
IE-04,Information Elements,InformationElement,PlanView,The intercept service's recommendation; solutions and policy value.,Class
IE-05,Information Elements,InformationElement,InterceptSolutionView,One resource-to-track pairing with intercept point and time (None until the solver exists).,Class
IE-06,Information Elements,InformationElement,SystemHealth,"Tracking, intercept, and ingest health flags as reported, never inferred.",Class
IE-07,Information Elements,InformationElement,Provenance,"Source sensors, calibration baseline, algorithm version.",Class
IE-08,Information Elements,InformationElement,Quality,"Association confidence, latency, staleness.",Class
IE-09,Information Elements,InformationElement,Classification,"Unknown, Neutral, Friendly, Hostile.",Class
IE-10,Information Elements,InformationElement,MissionTime,Seconds on the mission clock.,Class
IE-11,Information Elements,InformationElement,GlobalEntityId,Persistent identity across sessions (u128; uuid v7 under GAP-069).,Class
IE-12,Information Elements,InformationElement,Envelope,"Sequence number, mission time, and one Event; the unit the bus carries and the journal stores.",Class
IE-13,Information Elements,InformationElement,TrackingEvent,"TrackInitiated, TrackUpdated, TrackCoasting, TrackDeleted.",Class
IE-14,Information Elements,InformationElement,InterceptEvent,"PlanProposed, PlanApproved, PlanSuperseded.",Class
IE-15,Information Elements,InformationElement,IngestEvent,Accepted or Quarantined with reason.,Class
IE-16,Information Elements,InformationElement,CommandEvent,"ApprovalRequested; Decided with plan, accepted, operator.",Class
IE-17,Information Elements,InformationElement,ConfigBaseline,"Versioned, validated configuration; sensors, resources, tracking, backend, node, horizon, data directory.",Class
IE-18,Information Elements,InformationElement,DecisionRecord,"Who decided what on which plan, with verdict and time.",Class
IE-19,Information Elements,InformationElement,PolicyVerdict,"Approved (never by built-in engines), Denied with reason, RequiresHumanApproval.",Class
IE-20,Information Elements,InformationElement,AuditEntry,"Actor, action, time, outcome; append-only.",Class
IE-21,Information Elements,InformationElement,Alert and AlertLifecycle,"Alert with severity; New, Acknowledged, Escalated, Closed with history.",Class
IE-22,Information Elements,InformationElement,SnapshotResponse,"Schema version, tracks, plan, health.",Class
IE-23,Information Elements,InformationElement,ApprovalRequest,"Plan id, accepted, operator.",Class
IE-24,Information Elements,InformationElement,SubmitDetectionRequest,One DetectionView for the gateway.,Class
IE-25,Information Elements,InformationElement,SubscribeRequest,The first frame of the event stream; from_seq.,Class
IE-26,Information Elements,InformationElement,SchemaEntry,"Name, version, kind of a schema the build speaks.",Class
IE-27,Information Elements,InformationElement,SensorRecord and CoverageRegion,"Identity, modality, location, calibration version, mode; coverage geometry.",Class
IE-28,Information Elements,InformationElement,Report,A mission report or export with figures traceable to the journal.,Class
IE-29,Information Elements,InformationElement,IdentificationEvidence,One piece of evidence with source and weight toward a classification.,Class
IE-30,Information Elements,InformationElement,RiskScore,Threat score per track with contributing factors.,Class
IE-31,Information Elements,InformationElement,ReconciliationReport,Merged journal statistics and the conflicting decisions found.,Class
IE-32,Information Elements,InformationElement,WorkspaceLayout,"The panels a role sees, in order.",Class
IE-33,Information Elements,InformationElement,Mission and SessionId,A session with its state and configuration.,Class
AR-01,Actual Resources,ActualResource,Operator workstation host,Windows 11 with a discrete NVIDIA GPU running gungnir-app; OpenGL context for egui and three-d; wgpu compute device for point-cloud fusion.,Object
AR-02,Actual Resources,ActualResource,On-prem service node host,Linux x86_64 container running gungnir-node on the site or sector LAN; authoritative journal on local storage.,Object
AR-03,Actual Resources,ActualResource,Cloud service node host,The same container hosted in the cloud; WAN clients; encryption at rest with keys off-host (GAP-060).,Object
AR-04,Actual Resources,ActualResource,Sensor feeds,"Radar, EO/IR, acoustic, RF, ISR video, cooperative receivers, spotter applications feeding the node or a desktop through adapters.",Object
AR-05,Actual Resources,ActualResource,Peer command-and-control nodes,"Neighbouring sectors, higher command, and coalition systems reached through the API and interop formats.",Object
AR-06,Actual Resources,ActualResource,Effector systems,Fire units and effector controllers that receive handoff messages and report outcomes.,Object
AR-07,Actual Resources,ActualResource,Build and release infrastructure,Self-hosted GitLab with runners (including a GPU runner) and the container registry (D-10).,Object
REQ-F-01,Requirements,Requirement,Observations from heterogeneous sensors are ingested through one governed gateway that validates and quarantines,,Class
REQ-F-02,Requirements,Requirement,Every source is authenticated before its data enters the picture,,Class
REQ-F-03,Requirements,Requirement,"Sensor modes, tasking, and calibration are held in a registry and changeable by the sensor manager",,Class
REQ-F-04,Requirements,Requirement,Coverage is computed and coverage gaps are detected and displayed,,Class
REQ-F-05,Requirements,Requirement,Data from sources with different clocks is time-disciplined and skew is detected,,Class
REQ-F-06,Requirements,Requirement,Cooperative identity from open protocols is decoded and fused as evidence,,Class
REQ-F-07,Requirements,Requirement,"A multi-sensor, multi-rate, out-of-sequence tracking pipeline maintains the picture",,Class
REQ-F-08,Requirements,Requirement,Tracks carry a quality and a staleness that the interface renders differently from fresh data,,Class
REQ-F-09,Requirements,Requirement,Classification and identification produce evidence with a margin rule and per-class thresholds set by policy,,Class
REQ-F-10,Requirements,Requirement,Entities keep a global identity with lineage across sources and sessions,,Class
REQ-F-11,Requirements,Requirement,Threats are scored against a defended-asset list with per-class lethality and asset weighting,,Class
REQ-F-12,Requirements,Requirement,"The system recommends a cheapest-adequate assignment of resources to tracks within readiness, geometry, and policy",,Class
REQ-F-13,Requirements,Requirement,Every recommendation carries a rationale and its alternatives,,Class
REQ-F-14,Requirements,Requirement,"The queue orders pending decisions by priority and time remaining, and supports pre-delegation where policy allows",,Class
REQ-F-15,Requirements,Requirement,"A session is journaled, replayable, and reproduces the same picture",,Class
REQ-F-16,Requirements,Requirement,Measures are computed from the journal without manual collation,,Class
REQ-D-01,Requirements,Requirement,Shared types have exactly one owning crate; everything above re-exports,,Class
REQ-D-02,Requirements,Requirement,Every detection carries its source and its receipt time,,Class
REQ-D-03,Requirements,Requirement,"Identification evidence names its producer, including model name and version for a machine-learning source",,Class
REQ-D-04,Requirements,Requirement,Envelopes carry a bus sequence number and a mission time,,Class
REQ-D-05,Requirements,Requirement,The node journal fsyncs every envelope; desktop journals fsync on session save and every five seconds,,Class
REQ-D-06,Requirements,Requirement,"Journals merge in mission-time order, duplicates are dropped, and conflicting decisions are reported rather than resolved",,Class
REQ-D-07,Requirements,Requirement,"Views, reports, and the interface contract carry a releasability marking",,Class
REQ-D-08,Requirements,Requirement,Training data and model artefacts live outside this repository; only the manifest enters it,,Class
REQ-I-01,Requirements,Requirement,"The node exposes a versioned contract for snapshot, event stream, detection submission, and plan decisions",,Class
REQ-I-02,Requirements,Requirement,"Schema versions are negotiated explicitly and an incompatible peer is refused, not silently accepted",,Class
REQ-I-03,Requirements,Requirement,Radar feeds decode from ASTERIX category 048,,Class
REQ-I-04,Requirements,Requirement,Coalition track exchange uses STANAG 4676,,Class
REQ-I-05,Requirements,Requirement,Each external party is a configurable endpoint with a message type rather than a bespoke integration,,Class
REQ-I-06,Requirements,Requirement,Detections are exportable in a columnar format for analytics and bulk exchange,,Class
REQ-S-01,Requirements,Requirement,"No engagement, effector command, or reserved identity declaration executes without a recorded human decision",,Class
REQ-S-02,Requirements,Requirement,"Authority is enforced per role, per class, and per engagement layer, per the authority matrix",,Class
REQ-S-03,Requirements,Requirement,Weapons control status is set by the authorized roles and constrains every recommendation,,Class
REQ-S-04,Requirements,Requirement,Pending decisions escalate and time out rather than waiting indefinitely,,Class
REQ-S-05,Requirements,Requirement,"Every consequential act is attributable to a person, a role, and a mission time in an audit log",,Class
REQ-S-06,Requirements,Requirement,Machine identities authenticate with mutual transport-layer security; operator sessions use short-lived signed tokens,,Class
REQ-S-07,Requirements,Requirement,Data is encrypted in transit on every network crossing and at rest where the deployment requires it,,Class
REQ-S-08,Requirements,Requirement,The assistant has no tool that changes state and no dependency path to a crate that does,,Class
REQ-S-09,Requirements,Requirement,"Untrusted text from sensors, peers, annotations, and reports is treated as data by the assistant, never as instruction",,Class
REQ-S-10,Requirements,Requirement,"Every release carries a bill of materials, a signature, and its assurance reports",,Class
REQ-P-01,Requirements,Requirement,The desktop sustains its frame-rate budget with the 3D viewport open under a dense-swarm scenario,,Class
REQ-P-02,Requirements,Requirement,"The per-frame tick stays inside its budget with ingest, poll, plan, and journal all running",,Class
REQ-P-03,Requirements,Requirement,Snapshot calls do not touch the pipeline and stay inside their budget,,Class
REQ-P-04,Requirements,Requirement,Detection to on-screen update stays inside its end-to-end budget in the embedded profile,,Class
REQ-P-05,Requirements,Requirement,The node sustains its detection ingest throughput through validation and quarantine,,Class
REQ-P-06,Requirements,Requirement,Detection to event-stream publish stays inside its budget on-prem and in cloud,,Class
REQ-P-07,Requirements,Requirement,"An accepted envelope is durable within its budget, and the node recovers to serving within its budget after restart",,Class
REQ-P-08,Requirements,Requirement,"A desktop falls back to embedded operation within its budget after link loss, stores and forwards to capacity, and reconciles within its budget",,Class
REQ-P-09,Requirements,Requirement,Covariances stay positive semi-definite and no value becomes non-finite over long runs,,Class
REQ-U-01,Requirements,Requirement,Each role has a workspace containing what that role's threads need and not more,,Class
REQ-U-02,Requirements,Requirement,Every layout carries a status strip stating what the system knows and does not know,,Class
REQ-U-03,Requirements,Requirement,"Absence, staleness, and degradation are visible rather than inferred from silence",,Class
REQ-U-04,Requirements,Requirement,"Machine assistance is labelled, sourced, and carries no authority in the interface",,Class
REQ-U-05,Requirements,Requirement,"Default display vocabulary is the agreed standard terms, with a per-deployment override table",,Class
REQ-C-01,Requirements,Requirement,No dependency edge exists that `ARCHITECTURE.md` does not draw,,Class
REQ-C-02,Requirements,Requirement,Every dependency is recorded in the standards document \u00a72.9 and pinned once,,Class
REQ-C-03,Requirements,Requirement,"No `unwrap()` or `expect()` outside tests, entry points, and debug-only invariant checks",,Class
REQ-C-04,Requirements,Requirement,Unimplemented capability returns a named error on every reachable path,,Class
REQ-C-05,Requirements,Requirement,The graphics and compute contexts stay separate and separately pinned,,Class
REQ-C-06,Requirements,Requirement,"Deployment profiles differ by configuration and wiring, never by conditional logic in a domain crate",,Class
REQ-C-07,Requirements,Requirement,"The two binaries contain wiring, not domain logic",,Class
REQ-C-08,Requirements,Requirement,No pass criterion or measure target is widened to make a test pass,,Class
REQ-C-09,Requirements,Requirement,Every artefact is unclassified and derived from public sources,,Class
REQ-C-10,Requirements,Requirement,No verification gate is waived by an agent,,Class
